"";"nct_id";"tool_results";"has_error";"tool_prompted_pmids";"tool_result_pmids";"tool_ident_steps";"tool_truncated";"X";"has_publication";"publication_doi";"publication_pmid";"publication_url";"identification_step";"has_summary_results";"completion_year";"dataset";"agree";"any_results";"tool_detected_correct_pub";"tool_found_correct_pub"
"223";"NCT03413501";FALSE;TRUE;"30465720,35151872";"";"";NA;3588;TRUE;"10.1515/sjpain-2018-0097";30465720;"https://doi.org/10.1515/sjpain-2018-0097";"Linked at the registration";FALSE;2018;"nordic";FALSE;TRUE;FALSE;TRUE
"224";"NCT02479607";TRUE;TRUE;"27613084,28676102,30664463,32247251,32533435,32663140,35898187,35969443";"28676102,32247251,32663140,35969443";"linked_at_registration,pubmed_enhanced,google_scholar,nct_match,pubmed_naive";NA;3398;FALSE;NA;NA;NA;NA;FALSE;2017;"nordic";FALSE;FALSE;NA;NA
"225";"NCT02571309";FALSE;TRUE;"29229090";"";"";NA;5108;TRUE;"10.1183/13993003.00983-2019";31481605;"https://erj-ersjournals-com.mime.uit.no/content/54/5/1900983.long";"Other";FALSE;2019;"nordic";FALSE;TRUE;FALSE;FALSE
"226";"NCT00711360";TRUE;TRUE;"19470595,23096277,30739055";"30739055";"linked_at_registration,pubmed_naive,google_scholar,nct_match";NA;1468;FALSE;"10.1093/europace/eur220";NA;"https://academic.oup.com/europace/article/13/suppl_3/NP/737911/Poster-Session-1";"Other";FALSE;2012;"iv";FALSE;FALSE;NA;NA
"227";"NCT02127736";FALSE;TRUE;"";"";"";NA;2476;TRUE;"10.1037/pha0000194";29863388;"https://pubmed.ncbi.nlm.nih.gov/29863388/";"Linked at the registration";FALSE;2014;"iv";FALSE;TRUE;FALSE;FALSE
"228";"NCT02420145";FALSE;TRUE;"";"";"";NA;2114;TRUE;"10.3238/arztebl.2016.0645";27776622;"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5098025/";"Systematic Google search";FALSE;2015;"iv";FALSE;TRUE;FALSE;FALSE
"229";"NCT02657603";FALSE;TRUE;"35729489";"";"";NA;4930;TRUE;"10.1111/aas.13300";30520017;"https://onlinelibrary-wiley-com.mime.uit.no/doi/10.1111/aas.13300";"Other";FALSE;2016;"nordic";FALSE;TRUE;FALSE;FALSE
"230";"NCT03263884";FALSE;TRUE;"";"";"";NA;3774;TRUE;"10.1016/j.jpain.2019.05.010";31132509;"https://doi.org/10.1016/j.jpain.2019.05.010";"Systematic Google search";FALSE;2018;"nordic";FALSE;TRUE;FALSE;FALSE
"231";"NCT01418820";TRUE;TRUE;"23851112,26072125,26283935";"26072125";"pubmed_enhanced";NA;1762;FALSE;NA;NA;NA;NA;FALSE;2013;"iv";FALSE;FALSE;NA;NA
"232";"NCT04378998";FALSE;TRUE;"";"";"";NA;4057;TRUE;"10.1111/scs.12991";33894009;"https://doi.org/10.1111/scs.12991";"Systematic Google search";FALSE;2019;"nordic";FALSE;TRUE;FALSE;FALSE
"233";"NCT01704352";TRUE;TRUE;"24433249,31609530,34871635";"31609530";"pubmed_enhanced";NA;4383;FALSE;NA;NA;NA;NA;FALSE;2018;"nordic";FALSE;FALSE;NA;NA
"234";"NCT01230723";FALSE;TRUE;"";"";"";NA;1141;TRUE;"10.1161/atvbaha.113.301227";23539216;"https://www.ncbi.nlm.nih.gov/pubmed/23539216";"Systematic Google search";FALSE;2012;"iv";FALSE;TRUE;FALSE;FALSE
"235";"NCT02212665";FALSE;TRUE;"";"";"";NA;3437;TRUE;"10.1111/dom.12797";27717126;"https://doi.org/10.1111/dom.12797";"Systematic Google search";FALSE;2017;"nordic";FALSE;TRUE;FALSE;FALSE
"236";"NCT01185613";FALSE;TRUE;"23565718,25705659";"";"";NA;1115;TRUE;"10.1093/europace/euu064";24843051;"https://www.ncbi.nlm.nih.gov/pubmed/?term=Safety+and+efficacy+of+multipolar+pulmonary+vein+Mccready";"Systematic Google search";FALSE;2011;"iv";FALSE;TRUE;FALSE;FALSE
"237";"NCT02166801";FALSE;TRUE;"27809886,34052727,35615946";"";"";NA;3369;TRUE;"10.3390/jcm8071016";31336705;"https://doi.org/10.3390%2Fjcm8071016";"Systematic Google search";FALSE;2017;"nordic";FALSE;TRUE;FALSE;FALSE
"238";"NCT00557531";FALSE;TRUE;"22875829,23427245,25351198,26576437,26840955,29372075,33086261";"";"";NA;887;TRUE;"10.1161/circinterventions.114.001478";25351198;"https://www.ncbi.nlm.nih.gov/pubmed/25351198";"Systematic Google search";FALSE;2014;"iv";FALSE;TRUE;FALSE;TRUE
"239";"NCT00895830";FALSE;TRUE;"22546895,26673802,27687344";"";"";NA;367;TRUE;"10.1007/s00228-012-1284-8";22546895;"https://link.springer.com/article/10.1007%2Fs00228-012-1284-8";"Linked at the registration";TRUE;2009;"iv";FALSE;TRUE;FALSE;TRUE
"240";"NCT02672553";FALSE;TRUE;"28453629";"";"";NA;2411;TRUE;"10.1016/j.athoracsur.2014.09.022";25441065;"https://pubmed.ncbi.nlm.nih.gov/25441065/";"Linked at the registration";TRUE;2015;"iv";FALSE;TRUE;FALSE;FALSE
"241";"NCT00742443";TRUE;TRUE;"20725565,20811604,22827213,24844332,29501628,32063855";"20811604";"google_scholar";NA;1476;FALSE;NA;NA;NA;NA;FALSE;2011;"iv";FALSE;FALSE;NA;NA
"242";"NCT00911027";TRUE;TRUE;"21756276,25023241,29874683";"21756276,29874683";"pubmed_naive";NA;1561;FALSE;NA;NA;NA;NA;FALSE;2011;"iv";FALSE;FALSE;NA;NA
"243";"NCT01258153";FALSE;TRUE;"22149761,24898541,30706780";"";"";NA;1698;FALSE;NA;NA;NA;NA;TRUE;2014;"iv";FALSE;TRUE;NA;NA
"244";"NCT00927173";FALSE;TRUE;"22992545,23712719";"";"";NA;1013;TRUE;"10.1002/wps.20199";25655160;"https://www.ncbi.nlm.nih.gov/pubmed/25655160";"Systematic Google search";FALSE;2012;"iv";FALSE;TRUE;FALSE;FALSE
"245";"NCT00826475";TRUE;TRUE;"31368738,31390617";"31390617";"pubmed_naive,google_scholar";NA;1512;FALSE;NA;NA;NA;NA;FALSE;2010;"iv";FALSE;FALSE;NA;NA
"246";"NCT01239992";FALSE;TRUE;"";"";"";NA;556;TRUE;"10.1161/atvbaha.115.306834";26681758;NA;"Linked at the registration";TRUE;2013;"iv";FALSE;TRUE;FALSE;FALSE
"247";"NCT01395706";FALSE;TRUE;"";"";"";NA;1205;TRUE;"10.1055/s-0035-1557905";26500370;"https://www.ncbi.nlm.nih.gov/pubmed/26500370";"Systematic Google search";FALSE;2012;"iv";FALSE;TRUE;FALSE;FALSE
"248";"NCT00521560";FALSE;TRUE;"";"";"";NA;875;TRUE;NA;NA;"http://www.bloodjournal.org/content/124/21/3986";"Systematic Google search";FALSE;2012;"iv";FALSE;TRUE;NA;NA
"249";"NCT02136056";FALSE;TRUE;"28103816,29426288,29739371,30532174";"";"";NA;5055;TRUE;"10.2139/ssrn.3674303";NA;"https://deliverypdf.ssrn.com/delivery.php?ID=530112070066074005088009064096069022041056033020093009075109049053026028034006125013111107122046065049092070026105005114124104085095068096069100085069078010076127001080089069100064&EXT=pdf&INDEX=TRUE";"Systematic Google search";FALSE;2016;"nordic";FALSE;TRUE;NA;NA
"250";"NCT00322101";FALSE;TRUE;"25696831,25945807,25998487,27272454,27557887";"";"";NA;834;TRUE;"10.1111/bjh.13476";25945807;"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4526353/";"Systematic Google search";TRUE;2014;"iv";FALSE;TRUE;FALSE;TRUE
"251";"NCT00785421";FALSE;TRUE;"21425133,23111863,30842047,31381464";"";"";NA;949;TRUE;"10.1200/jco.2014.55.1481";25987694;"http://ascopubs.org/doi/full/10.1200/JCO.2014.55.1481";"Systematic Google search";FALSE;2009;"iv";FALSE;TRUE;FALSE;FALSE
"252";"NCT02710617";FALSE;TRUE;"";"";"";NA;1917;TRUE;"10.1177/1932296818821105";30547683;"https://journals.sagepub.com/doi/10.1177/1932296818821105";"Systematic Google search";FALSE;2016;"iv";FALSE;TRUE;FALSE;FALSE
"253";"NCT00711425";FALSE;TRUE;"";"";"";NA;264;TRUE;"10.1111/j.1600-051x.2011.01816.x";22111584;"https://www.ncbi.nlm.nih.gov/pubmed/22111584?dopt=Abstract";"Linked at the registration";TRUE;2010;"iv";FALSE;TRUE;FALSE;FALSE
"254";"NCT00927654";TRUE;TRUE;"20424446,30756339";"20424446,30756339";"pubmed_naive,linked_at_registration,google_scholar,nct_match";NA;1881;FALSE;NA;NA;"http://circ.ahajournals.org/content/134/Suppl_1/A13135.short";"Other";FALSE;2012;"iv";FALSE;FALSE;NA;NA
"255";"NCT00794326";FALSE;TRUE;"25659410";"";"";NA;2354;TRUE;"10.1053/j.ajkd.2015.07.031";26388284;"https://pubmed.ncbi.nlm.nih.gov/26388284/";"Systematic Google search";FALSE;2014;"iv";FALSE;TRUE;FALSE;FALSE
"256";"NCT01234233";FALSE;TRUE;"22037543";"";"";NA;553;TRUE;"10.1097/eja.0b013e32834cd6de";22037543;"http://journals.lww.com/ejanaesthesiology/pages/articleviewer.aspx?year=2012&issue=02000&article=00003&type=abstract";"Linked at the registration";FALSE;2011;"iv";FALSE;TRUE;FALSE;TRUE
"257";"NCT00765830";FALSE;TRUE;"22615074,25347938,29412705,30617943,30955188";"";"";NA;941;TRUE;"10.1111/j.1463-1326.2012.01634.x";22690943;"https://www.ncbi.nlm.nih.gov/pubmed/22690943";"Systematic Google search";FALSE;2011;"iv";FALSE;TRUE;FALSE;FALSE
"258";"NCT00605683";TRUE;TRUE;"21040869,21913224,22133327,25851099";"21913224";"google_scholar";NA;1435;FALSE;NA;NA;NA;NA;FALSE;2012;"iv";FALSE;FALSE;NA;NA
"259";"NCT01840839";FALSE;TRUE;"";"";"";NA;2059;TRUE;"10.1016/j.neuroimage.2016.06.057";27381076;"https://pubmed.ncbi.nlm.nih.gov/27381076/";"Linked at the registration";FALSE;2015;"iv";FALSE;TRUE;FALSE;FALSE
"260";"NCT03671642";TRUE;TRUE;"32281020";"32281020";"google_scholar";NA;4751;FALSE;NA;NA;NA;NA;FALSE;2019;"nordic";FALSE;FALSE;NA;NA
"261";"NCT02487368";FALSE;TRUE;"";"";"";NA;1339;TRUE;"10.1016/j.eujim.2016.06.015";NA;"http://www.sciencedirect.com/science/article/pii/S1876382016301172";"Systematic Google search";FALSE;2010;"iv";FALSE;TRUE;NA;NA
"262";"NCT00151892";FALSE;TRUE;"25712643,30863001";"";"";NA;1360;FALSE;NA;NA;NA;NA;TRUE;2009;"iv";FALSE;TRUE;NA;NA
"263";"NCT02993510";FALSE;TRUE;"29080279,29726104";"";"";NA;2583;TRUE;"10.2174/1874325001307010133";23730377;"https://pubmed.ncbi.nlm.nih.gov/23730377/";"Linked at the registration";FALSE;2016;"iv";FALSE;TRUE;FALSE;FALSE
"264";"NCT00810433";TRUE;TRUE;"20819219";"20819219";"linked_at_registration,pubmed_naive,google_scholar,nct_match";NA;1504;FALSE;NA;NA;NA;NA;FALSE;2011;"iv";FALSE;FALSE;NA;NA
"265";"NCT01879839";FALSE;TRUE;"";"";"";NA;2383;TRUE;"10.1038/s41598-020-61895-2";32251303;"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7089976/";"Systematic Google search";FALSE;2016;"iv";FALSE;TRUE;FALSE;FALSE
"266";"NCT01995292";FALSE;TRUE;"";"";"";NA;2457;TRUE;"10.1111/anae.13496";27150724;"https://onlinelibrary.wiley.com/doi/full/10.1111/anae.13496";"Systematic Google search";FALSE;2014;"iv";FALSE;TRUE;FALSE;FALSE
"267";"NCT02557113";FALSE;TRUE;"";"";"";NA;1343;TRUE;"10.1002/jor.23215";26919407;NA;"Systematic Google search";FALSE;2013;"iv";FALSE;TRUE;FALSE;FALSE
"268";"NCT00833014";FALSE;TRUE;"";"";"";NA;970;TRUE;"10.1016/j.jtcvs.2011.12.062";22365061;"https://www.ncbi.nlm.nih.gov/pubmed/?term=Dynamic+Annuloplasty+System+With+Activation+for+the+Treatment+of+Mitral+Regurgitation";"Systematic Google search";FALSE;2010;"iv";FALSE;TRUE;FALSE;FALSE
"269";"NCT01522911";FALSE;TRUE;"30784226,31760819,31991063,32002634";"";"";NA;1233;TRUE;NA;25999139;"https://www.ncbi.nlm.nih.gov/pubmed/25999139";"Systematic Google search";FALSE;2012;"iv";FALSE;TRUE;FALSE;FALSE
"270";"NCT00445575";TRUE;TRUE;"25532478,26594180,27340799,27649526,30471134,32169349";"27649526";"google_scholar";NA;1398;FALSE;NA;NA;NA;NA;FALSE;2014;"iv";FALSE;FALSE;NA;NA
"271";"NCT01812291";FALSE;TRUE;"25047992,25326733,28183398,29520075,29525039";"";"";NA;2216;TRUE;"10.1111/dme.12553";25047992;"https://pubmed.ncbi.nlm.nih.gov/25047992/";"Linked at the registration";FALSE;2015;"iv";FALSE;TRUE;FALSE;TRUE
"272";"NCT02312479";TRUE;TRUE;"27619823,28730908,31890891";"31890891";"pubmed_enhanced";NA;3013;FALSE;NA;NA;NA;NA;FALSE;2016;"iv";FALSE;FALSE;NA;NA
"273";"NCT01002703";FALSE;TRUE;"23176721";"";"";NA;1035;TRUE;"10.1111/bjh.12361";23692564;"https://www.ncbi.nlm.nih.gov/pubmed/23692564";"Systematic Google search";FALSE;2014;"iv";FALSE;TRUE;FALSE;FALSE
"274";"NCT00823290";FALSE;TRUE;"21554207,21713366,22322234,22514558,23257272,29651407,30449480,31465722,33126775";"";"";NA;967;TRUE;"10.7150/jca.4211";22514558;"http://www.jcancer.org/v03p0158.htm";"Systematic Google search";FALSE;2010;"iv";FALSE;TRUE;FALSE;TRUE
"275";"NCT00634881";FALSE;TRUE;"17621626,24292560,26385641,27531597,28122892,29730587";"";"";NA;218;TRUE;"10.1111/ejh.12825";27862308;"https://www.ncbi.nlm.nih.gov/pubmed/27862308?dopt=Abstract";"Linked at the registration";FALSE;2010;"iv";FALSE;TRUE;FALSE;FALSE
"276";"NCT02092753";FALSE;TRUE;"26365277,26782788,28531663,31143510";"";"";NA;2357;TRUE;"10.21203/rs.3.rs-28430/v1";NA;"https://www.researchsquare.com/article/rs-28430/v1";"Systematic Google search";FALSE;2016;"iv";FALSE;TRUE;NA;NA
"277";"NCT00708942";FALSE;TRUE;"";"";"";NA;922;TRUE;"10.1002/lsm.22255";24799181;"https://www.ncbi.nlm.nih.gov/pubmed/24799181";"Systematic Google search";TRUE;2012;"iv";FALSE;TRUE;FALSE;FALSE
"278";"NCT00717340";FALSE;TRUE;"21318618";"";"";NA;927;TRUE;"10.1007/s10549-013-2632-9";23868188;"https://www.ncbi.nlm.nih.gov/pubmed/23868188";"Systematic Google search";FALSE;2011;"iv";FALSE;TRUE;FALSE;FALSE
"279";"NCT03464695";FALSE;TRUE;"36505897";"";"";NA;5092;TRUE;"10.2147/COPD.S183762";30587955;"https://doi.org/10.2147/COPD.S183762";"Linked at the registration";FALSE;2018;"nordic";FALSE;TRUE;FALSE;FALSE
"280";"NCT01684566";FALSE;TRUE;"";"";"";NA;1901;FALSE;NA;NA;"https://www.episil.net/wp-content/uploads/2016/06/A4-EBMT-20161.pdf";"Other";TRUE;2013;"iv";FALSE;TRUE;NA;NA
"281";"NCT01080664";FALSE;TRUE;"22471707,23746966,24965505,32797729";"";"";NA;475;TRUE;"10.1016/j.leukres.2013.04.025";23746966;"http://www.lrjournal.com/article/S0145-2126(13)00147-1/abstract";"Linked at the registration";FALSE;2011;"iv";FALSE;TRUE;FALSE;TRUE
"282";"NCT03437863";FALSE;TRUE;"";"";"";NA;3850;FALSE;NA;NA;NA;NA;TRUE;2018;"nordic";FALSE;TRUE;NA;NA
"283";"NCT00711230";FALSE;TRUE;"20347027,22590502,23902551,24169120,27524093,29889538";"";"";NA;926;TRUE;NA;NA;"https://www.researchgate.net/publication/264848719_DermaVir_for_initial_treatment_of_HIV-infected_subjects_demonstrates_preliminary_safety_immunogenicity_and_HIV-RNA_reduction_versus_placebo_immunization_A-240-0111-_12561";"Systematic Google search";FALSE;2015;"iv";FALSE;TRUE;NA;NA
"284";"NCT00409175";FALSE;TRUE;"23569001,27494299,28393570,28758793,29115008,30558645,31353964,32107748";"";"";NA;103;TRUE;"10.1080/13506129.2016.1207163";27494299;"http://www.tandfonline.com/doi/full/10.1080/13506129.2016.1207163";"Linked at the registration";TRUE;2009;"iv";FALSE;TRUE;FALSE;TRUE
"285";"NCT01795040";FALSE;TRUE;"";"";"";NA;2387;TRUE;"10.1177/1087054719883023";31680604;"https://journals.sagepub.com/doi/abs/10.1177/1087054719883023";"Systematic Google search";FALSE;2017;"iv";FALSE;TRUE;FALSE;FALSE
"286";"NCT00992394";FALSE;TRUE;"26218849";"";"";NA;1587;FALSE;NA;NA;NA;NA;TRUE;2013;"iv";FALSE;TRUE;NA;NA
"287";"NCT01538277";FALSE;TRUE;"";"";"";NA;4065;TRUE;"10.1080/14017431.2017.1285043";28150508;"https://doi.org/10.1080/14017431.2017.1285043";"Systematic Google search";FALSE;2016;"nordic";FALSE;TRUE;FALSE;FALSE
"288";"NCT01419249";FALSE;TRUE;"";"";"";NA;1209;TRUE;"10.1530/eje-16-0357";27651465;"https://www.ncbi.nlm.nih.gov/pubmed/27651465";"Systematic Google search";TRUE;2012;"iv";FALSE;TRUE;FALSE;FALSE
"289";"NCT00929942";FALSE;TRUE;"23551264,28215478";"";"";NA;1016;TRUE;"10.1111/tri.12095";23551264;"http://onlinelibrary.wiley.com/doi/10.1111/tri.12095/full";"Systematic Google search";FALSE;2011;"iv";FALSE;TRUE;FALSE;TRUE
"290";"NCT02387164";FALSE;TRUE;"27411441,28480759,32204344,33483995,35385352,35664355";"";"";NA;3790;TRUE;"10.1155/2022/3532685";35664355;"https://doi.org/10.1155/2022/3532685";"Systematic Google search";TRUE;2019;"nordic";FALSE;TRUE;FALSE;TRUE
"291";"NCT02453906";FALSE;TRUE;"30914909";"";"";NA;2033;TRUE;"10.3389/fnins.2019.00147";30914909;"https://pubmed.ncbi.nlm.nih.gov/30914909/";"Linked at the registration";FALSE;2015;"iv";FALSE;TRUE;FALSE;TRUE
"292";"NCT01405313";FALSE;TRUE;"25413958";"";"";NA;639;TRUE;"10.1007/s11325-014-1083-9";25413958;"https://www.ncbi.nlm.nih.gov/pubmed/25413958?dopt=Abstract";"Linked at the registration";TRUE;2011;"iv";FALSE;TRUE;FALSE;TRUE
"293";"NCT02051621";FALSE;TRUE;"20487116,20709191,25638698";"";"";NA;2605;TRUE;"10.1016/j.hrthm.2015.01.040";25638698;"https://www.sciencedirect.com/science/article/pii/S1547527115001393?via%3Dihub";"Linked at the registration";FALSE;2017;"iv";FALSE;TRUE;FALSE;TRUE
"294";"NCT02025920";TRUE;TRUE;"31760958,32008913,33108521,33576844,34407960";"31760958,32008913";"pubmed_enhanced";NA;4831;FALSE;NA;NA;NA;NA;FALSE;2019;"nordic";FALSE;FALSE;NA;NA
"295";"NCT02690740";TRUE;TRUE;"29768274";"29768274";"linked_at_registration,pubmed_naive,google_scholar,nct_match";NA;1864;FALSE;NA;NA;NA;NA;FALSE;2013;"iv";FALSE;FALSE;NA;NA
"296";"NCT02844829";TRUE;TRUE;"31914846,32231732,32418878,32972896,36711157";"32418878,32972896";"google_scholar";NA;4467;FALSE;NA;NA;NA;NA;FALSE;2018;"nordic";FALSE;FALSE;NA;NA
"297";"NCT01360840";FALSE;TRUE;"22209376,26839144,33004622";"";"";NA;805;TRUE;"10.1158/1078-0432.ccr-15-2512";26839144;"https://www.ncbi.nlm.nih.gov/pubmed/?term=NCT01360840";"Other";TRUE;2014;"iv";FALSE;TRUE;FALSE;TRUE
"298";"NCT02052960";FALSE;TRUE;"29800150,31112881,33928217";"";"";NA;2050;TRUE;"10.1200/jco.2018.36.5_suppl.61";NA;"https://ascopubs.org/doi/abs/10.1200/JCO.2018.36.5_suppl.61";"Systematic Google search";FALSE;2017;"iv";FALSE;TRUE;NA;NA
"299";"NCT01404234";FALSE;TRUE;"22985692,23810180,24176390,25091537,25471692,26342723,31019373";"";"";NA;1755;FALSE;NA;NA;NA;NA;TRUE;2013;"iv";FALSE;TRUE;NA;NA
"300";"NCT02066350";TRUE;TRUE;"32027399";"32027399";"google_scholar";NA;4892;FALSE;NA;NA;NA;NA;FALSE;2017;"nordic";FALSE;FALSE;NA;NA
"301";"NCT01762527";FALSE;TRUE;"33766503,33972024,34923034";"";"";NA;4437;TRUE;"10.3109/0284186X.2014.928419";24957559;"https://doi.org/10.3109/0284186X.2014.928419";"Linked at the registration";FALSE;2016;"nordic";FALSE;TRUE;FALSE;FALSE
"302";"NCT01868412";FALSE;TRUE;"35047540";"";"";NA;4617;TRUE;"10.29011/2575-9760.001328";NA;"doi.org/10.29011/2575-9760.001328";"Systematic Google search";FALSE;2016;"nordic";FALSE;TRUE;NA;NA
"303";"NCT00635596";FALSE;TRUE;"25053819,25484061,25971805,27649312,29151956";"";"";NA;2289;TRUE;"10.1080/2162402x.2018.1450710";30221040;"https://www.tandfonline.com/doi/full/10.1080/2162402X.2018.1450710";"Systematic Google search";FALSE;2015;"iv";FALSE;TRUE;FALSE;FALSE
"304";"NCT03206398";FALSE;TRUE;"";"";"";NA;2405;TRUE;"10.12968/ijtr.2018.0057";NA;"https://www.magonlinelibrary.com/doi/abs/10.12968/ijtr.2018.0057";"Systematic Google search";FALSE;2016;"iv";FALSE;TRUE;NA;NA
"305";"NCT00833768";FALSE;TRUE;"22859851,28900759";"";"";NA;971;TRUE;NA;NA;"https://www.clinicaltrialsregister.eu/ctr-search/trial/2007-003885-16/results";"Systematic Google search";FALSE;2009;"iv";FALSE;TRUE;NA;NA
"306";"NCT01640327";FALSE;TRUE;"28925801,31051279,31096055,31194712,31679865";"";"";NA;1819;FALSE;NA;NA;NA;NA;TRUE;2012;"iv";FALSE;TRUE;NA;NA
"307";"NCT03458182";FALSE;TRUE;"31434752";"";"";NA;3534;TRUE;"10.1371/journal.pone.0238937";32915891;"https://doi.org/10.1371%2Fjournal.pone.0238937";"Systematic Google search";FALSE;2018;"nordic";FALSE;TRUE;FALSE;FALSE
"308";"NCT02137798";FALSE;TRUE;"";"";"";NA;2106;TRUE;"10.1016/j.hrthm.2015.05.018";26001508;"https://pubmed.ncbi.nlm.nih.gov/26001508/";"Systematic Google search";FALSE;2014;"iv";FALSE;TRUE;FALSE;FALSE
"309";"NCT03191331";FALSE;TRUE;"29128995,29468749,31739182,33537638,34222837,35677660";"";"";NA;3862;TRUE;"10.12691/jfnr-8-12-7";NA;"http://pubs.sciepub.com/jfnr/8/12/7/index.html";"Systematic Google search";FALSE;2019;"nordic";FALSE;TRUE;NA;NA
"310";"NCT00518895";FALSE;TRUE;"20693848,21212434,21479172,22044938,23064957,24210882,29256902,29315675,29714599";"";"";NA;874;TRUE;"10.1097/cmr.0000000000000056";24667300;"https://insights.ovid.com/pubmed?pmid=24667300";"Systematic Google search";FALSE;2011;"iv";FALSE;TRUE;FALSE;FALSE
"311";"NCT02054468";FALSE;TRUE;"28040234,28236859,28275857";"";"";NA;2521;TRUE;"10.1111/aas.12523";25962311;NA;"Systematic Google search";FALSE;2014;"iv";FALSE;TRUE;FALSE;FALSE
"312";"NCT02721836";FALSE;TRUE;"27112106,29076171";"";"";NA;1930;TRUE;"10.1111/apt.14400";29076171;"https://pubmed.ncbi.nlm.nih.gov/29076171/";"Systematic Google search";FALSE;2017;"iv";FALSE;TRUE;FALSE;TRUE
"313";"NCT01939639";FALSE;TRUE;"26832991,32385158,32848947";"";"";NA;1322;TRUE;"10.1038/npp.2014.78";24694924;"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4104346/";"Systematic Google search";FALSE;2013;"iv";FALSE;TRUE;FALSE;FALSE
"314";"NCT01171820";FALSE;TRUE;"";"";"";NA;1107;TRUE;"10.1016/j.ahj.2012.02.006";22607866;"https://www.ncbi.nlm.nih.gov/pubmed/22607866";"Systematic Google search";TRUE;2010;"iv";FALSE;TRUE;FALSE;FALSE
"315";"NCT01924962";TRUE;TRUE;"26189193,30173921,30219327";"30219327";"google_scholar";NA;1850;FALSE;NA;NA;NA;NA;FALSE;2013;"iv";FALSE;FALSE;NA;NA
"316";"NCT01668498";FALSE;TRUE;"";"";"";NA;2469;TRUE;"10.18632/oncotarget.21249";29285233;"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5739620/";"Systematic Google search";FALSE;2016;"iv";FALSE;TRUE;FALSE;FALSE
"317";"NCT01122446";FALSE;TRUE;"21647401,23490422,23574316,24142387,24745008,29765386,35664355";"";"";NA;3567;TRUE;"10.1111/pedi.12611";29171140;"https://doi.org/10.1111/pedi.12611";"Linked at the registration";TRUE;2017;"nordic";FALSE;TRUE;FALSE;FALSE
"318";"NCT00795964";FALSE;TRUE;"28338504";"";"";NA;952;TRUE;"10.1093/bja/aes140";22661750;NA;"Systematic Google search";FALSE;2010;"iv";FALSE;TRUE;FALSE;FALSE
"319";"NCT02744638";FALSE;TRUE;"29065710";"";"";NA;2613;TRUE;"10.3920/bm2017.0018";29065710;"https://pubmed.ncbi.nlm.nih.gov/29065710/";"Systematic Google search";FALSE;2016;"iv";FALSE;TRUE;FALSE;TRUE
"320";"NCT01485952";FALSE;TRUE;"25223731,26163995,27590140,27761837";"";"";NA;1227;TRUE;"10.1111/bcp.12512";25223731;"https://www.ncbi.nlm.nih.gov/pubmed/25223731";"Systematic Google search";FALSE;2011;"iv";FALSE;TRUE;FALSE;TRUE
"321";"NCT02637778";FALSE;TRUE;"32131476";"";"";NA;2251;TRUE;"10.3390/nu12030676";32131476;"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7146433/";"Systematic Google search";FALSE;2016;"iv";FALSE;TRUE;FALSE;TRUE
"322";"NCT01546688";FALSE;TRUE;"31185130,32715463";"";"";NA;1788;FALSE;NA;NA;NA;NA;TRUE;2011;"iv";FALSE;TRUE;NA;NA
"323";"NCT04315740";FALSE;TRUE;"";"";"";NA;4071;TRUE;"10.1111/ina.12902";34235780;"https://doi.org/10.1111/ina.12902";"Systematic Google search";FALSE;2019;"nordic";FALSE;TRUE;FALSE;FALSE
"324";"NCT02732353";TRUE;TRUE;"29470691,30923873,31496135,32277977,32334880";"32334880";"pubmed_naive";NA;4577;FALSE;NA;NA;NA;NA;FALSE;2018;"nordic";FALSE;FALSE;NA;NA
"325";"NCT01338922";TRUE;TRUE;"30302877,31898389";"30302877,31898389";"linked_at_registration,pubmed_naive,nct_match,google_scholar";NA;1724;FALSE;NA;NA;NA;NA;FALSE;2013;"iv";FALSE;FALSE;NA;NA
"326";"NCT02079311";FALSE;TRUE;"";"";"";NA;2220;TRUE;"10.1016/j.jclinane.2016.06.030";27687449;"https://www.sciencedirect.com/science/article/pii/S0952818016303051";"Systematic Google search";TRUE;2014;"iv";FALSE;TRUE;FALSE;FALSE
"327";"NCT02552654";FALSE;TRUE;"";"";"";NA;2031;TRUE;"10.1016/j.jpsychires.2016.08.005";27569651;"https://pubmed.ncbi.nlm.nih.gov/27569651/";"Systematic Google search";FALSE;2016;"iv";FALSE;TRUE;FALSE;FALSE
"328";"NCT02380937";FALSE;TRUE;"";"";"";NA;2413;TRUE;"10.1093/europace/euv249";26316146;"https://pubmed.ncbi.nlm.nih.gov/26316146/";"Systematic Google search";FALSE;2015;"iv";FALSE;TRUE;FALSE;FALSE
"329";"NCT00894569";TRUE;TRUE;"29751335,33198246,33235314";"33235314";"linked_at_registration,google_scholar,nct_match";NA;1553;FALSE;NA;NA;NA;NA;FALSE;2011;"iv";FALSE;FALSE;NA;NA
"330";"NCT02098564";TRUE;TRUE;"32156580,36081376";"32156580";"google_scholar";NA;4980;FALSE;NA;NA;NA;NA;FALSE;2017;"nordic";FALSE;FALSE;NA;NA
