nct_id,tool_results,has_error,tool_prompted_pmids,tool_result_pmids,tool_ident_steps,tool_truncated
NCT00856362,true,true,"23133688,27128460",27128460,google_scholar,undefined
NCT00726869,true,true,"22046572,22291084,24053207,26809244,27695618,28744161,29091475,29409124,33406065,38464531",22291084,google_scholar,undefined
NCT03773055,false,true,null,,,undefined
NCT03821597,true,true,31985629,31985629,"pubmed_naive,google_scholar,nct_match",undefined
NCT00321932,false,true,"28112742,32239727",,,undefined
NCT03148613,false,true,null,,,undefined
NCT00532116,false,true,null,,,undefined
NCT01600586,true,true,24534413,24534413,"pubmed_naive,google_scholar",undefined
NCT05301985,true,true,"36337425,36940663,37585302,37585306,39483927",36940663,"pubmed_naive,pubmed_enhanced,google_scholar",undefined
NCT01400425,true,true,"23203162,23341826,23527322,26745445,29191858,29376867,30969506,33720879,37600216","23203162,26745445",google_scholar,undefined
NCT01512381,false,true,null,,,undefined
NCT03515629,false,true,"31497071,31535338,32158484,32670423,33835222,34174268,38086815,38545845",,,undefined
NCT02043314,true,true,26038960,26038960,google_scholar,undefined
NCT04982861,false,true,null,,,undefined
NCT02539225,true,true,"27426129,27976952,31373648,31632469,34796971,36539429,37959193,39123420",31373648,"linked_at_registration,google_scholar,nct_match",undefined
NCT02463175,false,true,null,,,undefined
NCT05214196,true,true,"34562220,35904769,37419189,37854066,38664718",35904769,"pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT01980043,true,true,33090077,33090077,"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT04058860,false,true,"38217402,38461658,38532434,38549224,38832503,39089011,39417779",,,undefined
NCT02573311,true,true,"31392577,31555556,32581791,37317368,37317386","31392577,37317368,37317386","pubmed_naive,pubmed_enhanced,google_scholar",undefined
NCT00209625,false,true,null,,,undefined
NCT01170598,true,true,"22726923,26350143","22726923,26350143","linked_at_registration,google_scholar,nct_match,pubmed_enhanced",undefined
NCT01672008,false,true,null,,,undefined
NCT02593318,true,true,"27065872,28034353,29067343,29955663,30675901,32321414,32715609,37353152,38616012,39098530,39175808,39281834,39441557,39481848",32715609,google_scholar,undefined
NCT01092559,false,true,null,,,undefined
NCT04154670,false,true,34661830,,,undefined
NCT02305329,false,true,"27137718,27138028,27763682,35508762",,,undefined
NCT02684565,false,true,"39363483,39488895",,,undefined
NCT03802526,false,true,33326064,,,undefined
NCT01260181,false,true,"23768755,38428265,38489077,38494473,38591867,39182046",,,undefined
NCT03312452,true,true,"32761316,36998486,37344743,37704897,37983954,39419527",32761316,"linked_at_registration,pubmed_enhanced,google_scholar,nct_match",undefined
NCT03397849,true,true,"32147654,33465658,33769555,34506630,34599495,35866500,37229328,37318090,37432669,37525494,37971125","33465658,34599495,35866500,37318090","google_scholar,pubmed_naive",undefined
NCT01992146,false,true,"27861362,30915992,33957003,38295051,38482995,38504615,38795436,39504912",,,undefined
NCT02818543,false,true,"31965548,36400983",,,undefined
NCT04993963,true,true,"39221189,39355593",39355593,pubmed_naive,undefined
NCT03898505,true,true,"29565590,31609072,32221368,34397122,35071863,35994381,38039409,38928225,39255710",31609072,"pubmed_enhanced,google_scholar",undefined
NCT00864357,false,true,null,,,undefined
NCT03634137,false,true,"29519427,31669383,32409042,33578533,36997081",,,undefined
NCT02392806,true,true,"30278459,30658678",30278459,google_scholar,undefined
NCT01288794,true,true,"22095893,22429536,24804750,26820615,29861076,29861077,32853747,33053974,34830508,35589252,37223617,37423819,37456673,38934515,39298544,39434891","29861076,32853747","linked_at_registration,google_scholar,nct_match",undefined
NCT02480010,false,true,33274768,,,undefined
NCT00327132,false,true,"27873317,30999581,31727764,35205754,39109315",,,undefined
NCT00439569,false,true,"19751207,23996601,28561813,28977438,34337562,35629180,38081447,39202360,39514016",,,undefined
NCT00461682,false,true,"19150372,19155134,23484872,24409200,31926897,32313554,33165872,34504741,36960820",,,undefined
NCT00617331,true,true,"21864622,31630990",21864622,google_scholar,undefined
NCT03049657,true,true,"28707379,31310239","28707379,31310239",google_scholar,undefined
NCT01421238,false,true,"29520727,36227765,36375084,36522807,36725985,37555427,37646276,39361746",,,undefined
NCT01408745,false,true,null,,,undefined
NCT04892706,false,true,null,,,undefined
NCT02070653,true,true,"26139462,26763279,28186202,28412911,29141546,29284386,31135888,35204706,38978286",31135888,"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT02189694,true,true,"26066705,26523526,29393675,29422651,29669716,31105434,33719586,35638377,35999190,37094750,37816564,39033927,39069599,39118592,39187012,39193662","26066705,26523526","linked_at_registration,pubmed_enhanced,google_scholar,nct_match",undefined
NCT02227693,true,true,"29905956,31673229,35134259,35836089,37700968",35134259,"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT01829607,true,true,"24093858,28079427,38747424,38790966,38929529,38930091,38964654",24093858,"linked_at_registration,google_scholar,nct_match",undefined
NCT02650050,false,true,null,,,undefined
NCT03007719,false,true,"30308466,30370353,31656546,31735300,32327996,33816781,34457041,36137649,38500749,39174409,39221247,39242276,39260115,39389856,39436703",,,undefined
NCT02579915,true,true,"33629751,33870261,36799731,38718441,38810782,38984322,39083330,39235956,39484172,39489994",33629751,"pubmed_enhanced,google_scholar",undefined
NCT03351101,false,true,"30126384,30894149,31515418,35076329,37369426",,,undefined
NCT02208986,true,true,"26523330,28197932,29040589,29743877,33123084,37105234","26523330,28197932","linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT01784835,true,true,"24411143,24731889,24904746,25146065,25506381","24904746,25506381","pubmed_enhanced,google_scholar",undefined
NCT02579811,true,true,"27625016,28096939,28931648,29795307,31427205,33008493,38153686,39505582","27625016,31427205","google_scholar,linked_at_registration,pubmed_naive,nct_match",undefined
NCT03112447,false,true,"38306529,38600584,38905359,39090223,39388767",,,undefined
NCT00517816,false,true,null,,,undefined
NCT01707654,true,true,"23829956,30910242","23829956,30910242","linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT03257787,false,true,null,,,undefined
NCT01801553,false,true,"33634747,34449071,34957990,36530075,36709473",,,undefined
NCT00307034,true,true,"19515869,20118683,22935870,24607003,25008901,25483640,26509274,29702921,32730135,34010099,38472515",26509274,pubmed_enhanced,undefined
NCT00170950,true,true,"19052124,19451564,20170948,20212274,20620720,20956698,23219284,23541376,26511535,27060568,29301757,33216879,35132041,38114070,39056339","19052124,19451564,20170948,20620720,20956698,23219284,23541376,27060568,29301757,33216879,38114070","linked_at_registration,google_scholar,nct_match,pubmed_naive",undefined
NCT02459873,false,true,"34293060,39465362",,,undefined
NCT03182842,true,true,30022571,30022571,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT00585104,false,true,"37920078,38491822,38814606,39036117",,,undefined
NCT02484378,true,true,"26582989,27799042,28194698,28567351,29926215,30046828,30910502,34695591,36787889,37375802,39167675","28567351,30046828","pubmed_enhanced,linked_at_registration,pubmed_naive,nct_match",undefined
NCT04379024,true,true,39293780,39293780,pubmed_enhanced,undefined
NCT02388919,true,true,"30032842,30098152,30392239,30666799,31572680,31689797,32077550,32494205,32944404,34801029,35356064,35431919","30032842,30098152,30666799,31572680,31689797,32077550,32494205,34801029,35356064,35431919","linked_at_registration,google_scholar,nct_match,pubmed_naive",undefined
NCT02101502,false,true,"21252753,31358101",,,undefined
NCT00771641,false,true,null,undefined,,undefined
NCT04792645,true,true,36856701,36856701,pubmed_enhanced,undefined
NCT04341727,false,true,"32335561,32336586,32422364,32450198,32473020,32473681,32497913,32717568,33729874,34991982,37556267,39238826,39296337,39355249,39477333",,,undefined
NCT00621166,false,true,null,,,undefined
NCT03533335,true,true,"34850428,36383760",34850428,google_scholar,undefined
NCT01243060,false,true,"24416019,26922522,27860547,30338596,32048595",,,undefined
NCT04007965,true,true,"30538854,31949950,35971499",31949950,"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT01864265,false,true,"26477946,34041413",,,undefined
NCT00004422,false,true,null,,,undefined
NCT00066677,true,true,"15765305,18022552,20458210,36230914,37958351",20458210,"linked_at_registration,pubmed_enhanced",undefined
NCT01716676,false,true,null,undefined,,undefined
NCT03263585,true,true,"30623268,38066519,38163036,38182624,38835002","30623268,38163036","linked_at_registration,google_scholar,nct_match,pubmed_naive",undefined
NCT01356641,true,true,"28535960,30421265,32406636,34758216,36176829,37907760,38374570,38790500,38836880,39038114,39389879",30421265,"pubmed_enhanced,google_scholar,nct_match",undefined
NCT00299702,true,true,"21191530,34406325,36945577,36999551,37344763,38043562",21191530,"pubmed_naive,google_scholar,nct_match",undefined
NCT02069366,true,true,"30017748,30291940,30604182,30946942,31714262,32162103,34598785,35141873,35981598,36259015,37088409,38767196","30291940,32162103,35981598,37088409","pubmed_enhanced,google_scholar",undefined
NCT06252896,false,true,35627841,,,undefined
NCT00833495,false,true,"19708819,22972132,25062902",,,undefined
NCT02110134,false,true,null,,,undefined
NCT03144466,true,true,"30534022,30943124,31547532,32828383,32910478,32942005,35653267,36387196,39398762",32910478,google_scholar,undefined
NCT01756560,false,true,"38374636,38653446,39292492,39343119,39440428",,,undefined
NCT00780494,false,true,"23485624,33556130,37774329,38096469,38480663,38851203,39083164",,,undefined
NCT00697593,false,true,null,,,undefined
NCT03675165,false,true,"31120969,33326333,37982233,38244361",,,undefined
NCT03118583,false,true,34146449,,,undefined
NCT01979679,true,true,24073841,24073841,"linked_at_registration,pubmed_enhanced",undefined
NCT01345058,true,true,"26416395,26992155,27502786,30915183,38383582,38810172,39043984,39164537,39230999,39324956,39499201",26992155,"linked_at_registration,google_scholar",undefined
NCT00263029,true,true,"16284060,31783766",16284060,pubmed_naive,undefined
NCT01353625,true,true,"27235137,31541630,31853198,32113132,33297429,34204447,35352098,38781104","27235137,31853198","linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT04796064,false,true,"33354578,34344230,37999166,37999193,38629433,39379434,39402085,39402092",,,undefined
NCT00460642,true,true,"25734349,33112418",33112418,pubmed_naive,undefined
NCT02991079,true,true,"28912193,30646500,30808196,30849947","30646500,30808196,30849947","google_scholar,linked_at_registration,pubmed_naive,nct_match",undefined
NCT00739765,true,true,"22759936,25677355,26115532,26439430,28376282,28743198,30773148,33577126,39299374,39494789,39504458","22759936,25677355,26115532,26439430,28376282,28743198,30773148","linked_at_registration,google_scholar,nct_match,pubmed_enhanced",undefined
NCT00391625,true,true,"20299511,20727796,21536468,23339116,23386328,25903392,27916601,28851512,29326879,30444430,30670517,33407729,35815393,37634127,38418563","20299511,20727796,21536468,23339116,25903392,28851512","linked_at_registration,pubmed_naive,google_scholar,nct_match,pubmed_enhanced",undefined
NCT02684071,false,true,"28482026,31386032,32129445,32608377,37635063,38605166,38825623,39034882,39115061,39371370,39514826",,,undefined
NCT01963507,true,true,"30908459,32924628,33340684,34166551,36078774,36766077,36772062,37020388,38201144,38483059",30908459,"pubmed_enhanced,google_scholar",undefined
NCT00119262,true,true,"20616958,21160542,21821545,35304504",21821545,pubmed_naive,undefined
NCT00508872,false,true,null,,,undefined
NCT02667314,false,true,"28877756,30327598,33334832,38743473",,,undefined
NCT03298620,true,true,"24438077,29239260,36418106,37349747,37838651,38305706,39016611","24438077,29239260","pubmed_enhanced,google_scholar",undefined
NCT01271868,false,true,"24832133,25495927,28402039,29172774,38171926",,,undefined
NCT00859456,false,true,"22055970,24613529",,,undefined
NCT00089128,true,true,"23241501,39510679",23241501,pubmed_enhanced,undefined
NCT01925495,false,true,"33045028,37075025,37090858,37237662,37892845",,,undefined
NCT04109378,true,true,"33188647,37694901,37720929,38455973","37694901,37720929","pubmed_enhanced,pubmed_naive,google_scholar,nct_match",undefined
NCT03871153,false,true,"32298162,32388738,32697352,33147608,33209631,33896569,34073302,34898012,34985931,35662985",,,undefined
NCT02100969,false,true,"26376969,29571648,31531874,31574325,32462710,35065041,39254395",,,undefined
NCT03595202,false,true,null,,,undefined
NCT04051424,false,true,"35978197,36188913,36376750,37095857,37096364",,,undefined
NCT00629122,false,true,null,,,undefined
NCT00296972,false,true,null,,,undefined
NCT02852434,true,true,"27400015,30500336,31050806,34747880",30500336,"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT00834899,true,true,"21910600,23973010,26178236,26758919,28562105,37850353,37907055,39359808,39412239",23973010,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT00005097,false,true,"30978386,31232099,34793935,34958363,36524594,36903807,37102487,37568635",,,undefined
NCT02595229,true,true,"26607745,38765412","26607745,38765412","linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT01151410,false,true,"23471475,30112656,33089502",,,undefined
NCT04610255,false,true,null,,,undefined
NCT00622401,false,true,"24514955,25506283,25941593,27671507,30607156,31926403,34932427,36966454,37993172",,,undefined
NCT01771692,true,true,"28920540,32426675,32710056,35302408,36204167,39023198",28920540,google_scholar,undefined
NCT02960568,true,true,31549155,31549155,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT03620045,true,true,"38296111,38615372,38671287,39098766,39357677",38671287,"pubmed_naive,google_scholar",undefined
NCT03615469,false,true,31208954,,,undefined
NCT00503516,false,true,"23395103,24846712",,,undefined
NCT02243384,false,true,"26715020,31417314,31993821,32695968,33064053,36787268,38650579",,,undefined
NCT04700618,false,true,"36851177,37112774,37270159,37739969,37832931",,,undefined
NCT01345214,false,true,"22041866,22374861,31090434,37132025",,,undefined
NCT01517854,false,true,null,,,undefined
NCT00000316,false,true,"11320258,15761112,19197004",,,undefined
NCT00058838,false,true,null,,,undefined
NCT00241852,false,true,"22970423,23355113,37186333,38274547,39001757,39293037,39384554",,,undefined
NCT03297385,true,true,"30865928,31804970,33975627,34489572,34526701,35754340,36052502,38607520,38635932,39162127,39168093,39404227",35754340,google_scholar,undefined
NCT02040597,false,true,39352722,,,undefined
NCT01057979,true,true,"27669095,31944906,32755883,33718793,34350067,39080835,39129377,39294922,39382958,39392028",27669095,"linked_at_registration,pubmed_enhanced,google_scholar,nct_match",undefined
NCT00111800,false,true,"37899754,38371421,38428690,38496103,38653067",,,undefined
NCT02428075,true,true,"27316539,27467766,29241617,34385256,39301269,39364526,39421108,39453938,39469922","29241617,34385256","linked_at_registration,google_scholar,nct_match",undefined
NCT00615940,true,true,"19442141,22418569,25677449,27498344,28820062,34310223,35158766,37119285",25677449,google_scholar,undefined
NCT00742989,true,true,19011227,19011227,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT01992926,false,true,"27430294,39156163,39226090,39412894,39449723",,,undefined
NCT01204658,true,true,"26535755,28729019,29164952,30054160","28729019,30054160","google_scholar,nct_match",undefined
NCT00064012,false,true,"34554006,37748454",,,undefined
NCT01200277,true,true,"21466679,23199408,27053838,29743284,30714503,30941490,32170438,34139353,35680675,35697440,38171285","21466679,29743284,30941490,35680675","linked_at_registration,google_scholar,nct_match,pubmed_naive",undefined
NCT00292734,false,true,null,,,undefined
NCT04298957,true,true,"32764891,32894896,33154056,33866548,35488417","32894896,35488417","linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT02944227,false,true,null,,,undefined
NCT03888560,true,true,32826123,32826123,pubmed_enhanced,undefined
NCT03216746,true,true,"29756308,32515412,32976673,36268922,36301013,36388467,37035907,38553669,39342589","29756308,32515412,36301013",google_scholar,undefined
NCT05067439,true,true,38554232,38554232,"pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT04297124,false,true,"35933246,38314926,38522573",,,undefined
NCT00308750,true,true,"21102260,21639821,39090722",21102260,"linked_at_registration,google_scholar,nct_match",undefined
NCT01700712,true,true,"23092239,26063553,26403472,27505986,28326154,30144242,30947169,34109895,35083729,37356561,38104351",23092239,"linked_at_registration,google_scholar,nct_match",undefined
NCT01377324,true,true,"24079874,25380844,26091705",25380844,"pubmed_enhanced,google_scholar",undefined
NCT01563445,true,true,37870112,37870112,"pubmed_naive,nct_match",undefined
NCT00313885,false,true,"23409724,25557457",,,undefined
NCT02874092,true,true,"29745882,30392437,33079445,34142122",34142122,google_scholar,undefined
NCT03901430,false,true,"31159475,36577949,36794992",,,undefined
NCT01911975,true,true,"27363506,27525141,30649227,31068323,32070160,32219415,33713668,39216342,39471050",30649227,"linked_at_registration,google_scholar,nct_match",undefined
NCT03756558,true,true,38708595,38708595,"pubmed_naive,google_scholar,nct_match",undefined
NCT03255863,false,true,null,,,undefined
NCT01671397,false,true,"37832608,37900717,38140746,39154978,39275201,39467083",,,undefined
NCT01229943,true,true,"22586573,23475104,25333401,25430657,27182476,29255447,35324465,36152904,39279952,39295944,39366819,39477433",35324465,google_scholar,undefined
NCT04079309,false,true,"34973304,36623804,37400112,37762900,38129752,39087222",,,undefined
NCT01424176,false,true,null,,,undefined
NCT01724190,false,true,"23574316,24925525,32244496,34768512,34779100,36633570,36639249,37919617",,,undefined
NCT03210025,false,true,null,,,undefined
NCT00032760,false,true,null,,,undefined
NCT01847170,true,true,"25762474,27025624,27542133,29567708,29696802,32926886,37246133,37935653,38088063,38533237,38746249,38778623,38778625,38778626,38778627,39316685,39366468,39492827","27542133,37246133","linked_at_registration,google_scholar,nct_match",undefined
NCT01894763,true,true,"25992812,30169645,30305083,30366130,33549872,36992709,39218269,39225586,39243795,39291350,39322454",25992812,"linked_at_registration,google_scholar,nct_match",undefined
NCT02106221,false,true,"25609501,38450561,38553625,38671440,38751896,38780386",,,undefined
NCT04437355,false,true,null,,,undefined
NCT02461550,false,true,"37769509,38927884,39196716,39198085,39336577",,,undefined
NCT01764594,true,true,"25666449,26268734,28375452,28780512,32002918,33956056,34897375,36069871,36453450,37433880,38553615",28780512,"pubmed_naive,google_scholar,nct_match",undefined
NCT00848133,true,true,"17919588,20194315",20194315,"pubmed_naive,google_scholar",undefined
NCT00751634,false,true,"38353592,38654459,39036530,39107659,39194400",,,undefined
NCT01173640,false,true,"23103179,23855461,25219659,38534032,38554625,38858106,38950920,38952157,39149265",,,undefined
NCT00772083,false,true,null,,,undefined
NCT01257672,true,true,"27401959,27880811,39275294,39303487,39330570",27880811,google_scholar,undefined
NCT01660945,false,true,"33494780,33706079,34117867,38287500,39371628",,,undefined
NCT03898024,false,true,"32250018,39406740,39415498,39497470",,,undefined
NCT02604589,false,true,"32683956,33006032,37717231,38165982,38307788",,,undefined
NCT00469248,true,true,"19770739,22212516,22266974,22810435,29967809","19770739,22212516,22266974,22810435","linked_at_registration,pubmed_naive,nct_match,google_scholar",undefined
NCT00401661,true,true,"22892164,25605342,29161773,32902360,33185353",22892164,pubmed_naive,undefined
NCT00352183,false,true,"19355856,20524719,21453258",,,undefined
NCT00497328,true,true,26301645,26301645,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT03349983,true,true,"30775316,31876334,32147018,34479925,35765577,37541728,37918917",31876334,"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar",undefined
NCT01651611,true,true,"29145626,38911966",29145626,"pubmed_naive,google_scholar",undefined
NCT03145103,true,true,32527240,32527240,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT02068885,true,true,"30283914,30429127,30884501,32470981,32666008,34582545,34587231,34718673,36076068,38039287,38128881,38237807,38458559","30283914,30429127,30884501,32470981,32666008,34582545,34587231","linked_at_registration,google_scholar,nct_match,pubmed_naive",undefined
NCT02092285,true,true,"30002864,34034278,34415803,37691729,37893204,38187926","30002864,37893204","linked_at_registration,pubmed_naive,google_scholar,nct_match,pubmed_enhanced",undefined
NCT01655693,true,true,"27520727,29290927,29338016,30954567,32600231,33442538,33981749,34721509",30954567,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT03858166,false,true,"38745967,38750351,38755585,39181433,39397124",,,undefined
NCT00442078,true,true,22188755,22188755,google_scholar,undefined
NCT01318655,true,true,"23726675,26317320,27137715,27137716",27137716,pubmed_enhanced,undefined
NCT01166711,false,true,22917722,,,undefined
NCT00410995,false,true,null,,,undefined
NCT01314417,false,true,"26640977,28655060,33634341,39388167",,,undefined
NCT03211195,false,true,null,,,undefined
NCT00757757,false,true,"22186992,25050208,26051995,30894455,32629136,34683963,38919067,39413197",,,undefined
NCT02182219,false,true,null,,,undefined
NCT03386032,false,true,31057694,,,undefined
NCT04086108,true,true,35852458,35852458,"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT02073318,false,true,"32652005,34569524,35301911,35818881,38647533",,,undefined
NCT00059657,false,true,null,,,undefined
NCT01319422,true,true,"23572409,25869284,26754679,27267105,29500140,32812822,33603141,38017516",25869284,"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT03394794,true,true,"33109777,34265780,38615499,38857752,39495795",33109777,"pubmed_naive,google_scholar",undefined
NCT03351543,true,true,"29771153,38692035,38709788,38909617,38991248,39127736,39306218,39419227","29771153,39127736","google_scholar,pubmed_naive",undefined
NCT01973764,false,true,null,,,undefined
NCT02971176,true,true,"31776740,32011517,33545994,34269301,36927419,38778306","31776740,33545994","linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT03640013,true,true,"31158253,34356553,35218427,35362221,35786239,36724737",31158253,"linked_at_registration,pubmed_enhanced,google_scholar,nct_match",undefined
NCT02316795,true,true,"26179014,26376694,28213790,28292569,30465019,31280507,32404409,33951916,34053024,36485071","26179014,28213790","pubmed_naive,pubmed_enhanced,google_scholar",undefined
NCT02977923,false,true,"36618513,37830734,37948113,38027465,38259980",,,undefined
NCT04719689,false,true,null,,,undefined
NCT00596960,true,true,25040898,25040898,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT02404441,true,true,"26412280,27438833,30716481,32179633,32364844,35217575,38403820","32179633,32364844","linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT00141414,false,true,"25377429,27521437,31183879,32189338,34033265",,,undefined
NCT04916223,true,true,36731805,36731805,"pubmed_naive,google_scholar",undefined
NCT00915564,false,true,null,,,undefined
NCT02010047,true,true,28763012,28763012,google_scholar,undefined
NCT00277069,false,true,"35759724,36122313,36610336,36623515,37363965",,,undefined
NCT04302675,true,true,"33203635,36371367,38493268",38493268,"pubmed_naive,google_scholar",undefined
NCT00799058,false,true,"20373263,22386823",,,undefined
NCT00158652,false,true,35163240,,,undefined
NCT00457756,false,true,null,,,undefined
NCT03384862,true,true,"34661903,35131582,36746250,36976258,37332646,38092151,38728816","34661903,38728816","linked_at_registration,google_scholar,nct_match,pubmed_naive",undefined
NCT00038181,true,true,"11204669,17026803,17317833,18303481,18347159",17317833,pubmed_enhanced,undefined
NCT04608929,false,true,null,,,undefined
NCT02447263,false,true,null,,,undefined
NCT00087672,false,true,null,,,undefined
NCT01405261,false,true,"26921819,33894838,34438400,37690519,37745159,38808476",,,undefined
NCT00142350,true,true,"19006176,19818685,20069466,24162387,24668328,27843586,31632469,32036492,37882373,39180720","19818685,24162387,24668328,27843586","linked_at_registration,pubmed_naive,google_scholar,nct_match,pubmed_enhanced",undefined
NCT03128931,false,true,null,,,undefined
NCT01506076,false,true,null,,,undefined
NCT03624166,false,true,null,,,undefined
NCT03102710,false,true,"38861661,38894750,39007713,39336479,39368024,39378800,39378850,39483278",,,undefined
NCT01069302,false,true,33184726,,,undefined
NCT02762643,false,true,"34984851,36247744,39408029,39473622,39512828",,,undefined
NCT00457145,false,true,null,,,undefined
NCT02689258,false,true,"31429023,32943200,35688442,35947083",,,undefined
NCT01231399,true,true,"23591158,23680713,25593196,26380059,27051587,27093189,30636576,33647255,38888089,39171586",27093189,google_scholar,undefined
NCT02205515,true,true,"28286565,28344663,29081664,30195982,34018490,35790284,38605021,39073207","34018490,35790284",google_scholar,undefined
NCT02457182,true,true,"27116196,32734597,33991218,34061099,34087227,37543737,37748597,38178406","27116196,33991218","pubmed_enhanced,google_scholar,pubmed_naive",undefined
NCT01114308,true,true,"23919595,27434441,28348732",23919595,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT02398253,true,true,"28592990,31462695,34208363",31462695,"pubmed_naive,google_scholar",undefined
NCT01875159,true,true,"24445955,27145974,31796687,33712716,36581761,37039338,39116607",24445955,"linked_at_registration,google_scholar,nct_match",undefined
NCT06354127,false,true,null,,,undefined
NCT01936441,true,true,"24613533,27213646,29165623,32701665,35102098","27213646,29165623,32701665","linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT03473886,false,true,"38680521,38739476,39050035,39507915,39515361",,,undefined
NCT00151593,false,true,20420628,,,undefined
NCT02314000,true,true,"28108641,29889356,31084216,31265205,31747105,38784716",31265205,"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT01008410,true,true,"25644096,26386854,27416045,27699863,37638277,38622545,38789987,39200925,39215867","25644096,27416045","linked_at_registration,pubmed_enhanced,google_scholar,nct_match",undefined
NCT00372229,true,true,"22094954,23432748,29166336,33861738,38005904,38700045","22094954,29166336,33861738","google_scholar,linked_at_registration,pubmed_naive,pubmed_enhanced,nct_match",undefined
NCT02446691,true,true,"26398741,27181507,31406690,32284274,32598244",31406690,"pubmed_naive,google_scholar,nct_match",undefined
NCT00915382,true,true,"22162925,23719766,26216386,29397659,29696197,32596783,37232070,38303186,38996201,39089633,39162872,39282934,39379868","23719766,26216386","google_scholar,linked_at_registration,nct_match",undefined
NCT00116129,false,true,"18405846,19732029,20388527,21067829,21293171,26551992,32104521,32805118",,,undefined
NCT01942954,true,true,"24742381,26822366,32749230,34887795,36508168,38377602,38978229",24742381,"linked_at_registration,google_scholar,nct_match",undefined
NCT05520372,false,true,36232666,,,undefined
NCT01296750,true,true,33729214,33729214,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT02070991,false,true,"27389809,28011705,28919201,29132217,29719121,29969067,30523722,30586694,30986105,36381290,37178949,38548406,39068288,39209478",,,undefined
NCT00972725,true,true,"24229417,24391139,28596841,32947043,38704251",24391139,"linked_at_registration,pubmed_naive,google_scholar,nct_match",undefined
NCT03185728,true,true,"33901759,34239220,34690610,35788913,36997165,37830009,38116014,38476633,39018300","33901759,37830009","google_scholar,pubmed_naive",undefined
NCT02246868,false,true,null,,,undefined
NCT01762293,true,true,"27031164,27602110,29273089,34326875,36998426,37151060,37742544",29273089,"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT03408444,true,true,36545264,36545264,google_scholar,undefined
NCT04154579,false,true,null,,,undefined
NCT05006378,true,true,"35977363,37730613,38300838,39062177",37730613,"pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT04177901,false,true,"34128914,34476141",,,undefined
NCT04125693,false,true,"32188012,32492514,32935605,33375902,35281942,38608977,39298147,39302921",,,undefined
NCT03664193,false,true,"32921069,33975579,34513681,34740548,37760626,39126716",,,undefined
NCT03120169,false,true,"29526182,33976600,34711642,35069062,35318238,37993279,39186048,39427652",,,undefined
NCT00857896,true,true,"22417681,36504158,36892754","22417681,36892754","pubmed_enhanced,google_scholar,pubmed_naive,nct_match",undefined
NCT02314754,true,true,"27575488,32014520,32474060,33451721,33781762,34719353,35259410,36751958","32014520,32474060","pubmed_naive,google_scholar",undefined
NCT00901888,true,true,"23519586,39388691",23519586,"linked_at_registration,pubmed_naive,pubmed_enhanced,google_scholar,nct_match",undefined
NCT04868383,false,true,"32466846,33472544,36848209,38662471,38869759,38962167,39219663,39355506",,,undefined
NCT00156468,false,true,"19047246,19564303,22455402,22785264,24650836",,,undefined
NCT00730574,true,true,"26137654,35329902,36119147,38410539,38734947,39337092",26137654,google_scholar,undefined
NCT03408158,false,true,null,,,undefined
